path,bytes,sha256,category
figures_v4/Figure_2_heldout_user_accuracy.svg,43745,b266cd2be77b756436d7e971538c8491553a26993c77180e1bc4a02e50efc434,figures_v4
figures_v4/Figure_3_dynamics_and_uncertainty.pdf,80690,e3fcd5dae70e5e602918772ef05efd907a84d98de57697b1bedfe18ca613d368,figures_v4
figures_v4/Figure_3_dynamics_and_uncertainty.png,293086,06e8b166328633692170a3a34ec1c9bec29b469d47c2e4345a6c339275e2ee28,figures_v4
figures_v4/Figure_3_dynamics_and_uncertainty.svg,88771,727a94efe34b98755787a2bd5660cbd497218c3caabf394a876dbdd9444bc307,figures_v4
figures_v4/Figure_4_goldencheetah_replication.pdf,68052,1c6e1727ba292e6538f5611db6b7aec42bd124459c0406845b5800985e67480a,figures_v4
figures_v4/Figure_4_goldencheetah_replication.png,229301,38749d23fafba6312650f1c4d5fae5a6c5bae71cf33674d737fa2e30d61dcc9b,figures_v4
figures_v4/Figure_4_goldencheetah_replication.svg,46224,66900b8e0719b5e282b62b121d6a7bf95e1e81c8981a429c869b027a09e71aae,figures_v4
figures_v4/Figure_5_kinetic_parameter_identifiability.pdf,62344,627d47d284686c45d8504fe191a5730b7873574285efa42e23f908510628f19a,figures_v4
figures_v4/Figure_5_kinetic_parameter_identifiability.png,206837,009ae1c07d67f9e1e848cdb66cf5a8c1f00a54205b604a41faae8b132434374a,figures_v4
figures_v4/Figure_5_kinetic_parameter_identifiability.svg,42296,6a66184a6dc083eddeda299e53513c350edffd4a2d1a29547aad657992f430a0,figures_v4
figures_v4/Figure_6_activity_shift_evaluation.pdf,63072,8363f8e53e71583c9a269a27c57e2b398ee30aa19cac5f1aabb6d710f4b301f6,figures_v4
figures_v4/Figure_6_activity_shift_evaluation.png,309823,52933d1c35737ecc94bbe5d801b2684115f679084d94636565ed3b911fea98aa,figures_v4
figures_v4/Figure_6_activity_shift_evaluation.svg,63149,b6da30d14c8e86edb5f5eba297a554be390583ff89f256aa4864e27f2ed62fcd,figures_v4
figures_v4/source_data/figure1_design_constants.csv,130,60c2dfe4cf65d002a1f09743599f867a07f78815f4f97884b74851266f5fd81a,figures_v4
figures_v4/source_data/figure2a_horizon_accuracy.csv,410,862eea88537dc0166d7fb661df6dfd77c092f16c4a6ae47bd95f98827716fad2,figures_v4
figures_v4/source_data/figure2b_paired_effects.csv,717,78c683eec3109145ceaac088b126b76b7cce6a5f90665035875f9b6798b9cd6b,figures_v4
figures_v4/source_data/figure2c_deployment_accuracy.csv,215,2ae6007efcf8ed766ef91c7fe6f1aa497d952ba6c00d2fd3a551c4f16d01af98,figures_v4
figures_v4/source_data/figure2d_fixed_seed_baselines.csv,2439,9f332d62428f56e68b4e956a651abaf545daa682086b11db04f1d86ed234fa08,figures_v4
figures_v4/source_data/figure3a_representative_trajectories.csv,22177,52b8edf51bef5cd4d184b5277e3e2ba749066eaf6b27bb633aeba218e1ed1a79,figures_v4
figures_v4/source_data/figure3a_selection_quantiles.csv,129,92e10d8a8aa5d7339d50a0f2824dd67d975d940355adc442022df3997cf5eaf0,figures_v4
figures_v4/source_data/figure3b_dynamic_fidelity.csv,161,956ad9cf3e75a473bf88dd90a40aff8f316ba9912a9ebce710b4e78c5d12ad68,figures_v4
figures_v4/source_data/figure3c_d_uncertainty.csv,1262,fc39ae22ff5f559b8d0dbc65f8a2f3123d6a702c0334ab12f58ea2789baa8305,figures_v4
figures_v4/source_data/figure3e_high_hr_error.csv,154,a8ec5e73acff717b00a08ad6be369f8db45ff5bb6f52e9150688233ebd7730a7,figures_v4
figures_v4/source_data/figure4a_golden_model_ranking.csv,1789,4356220a965935df63e48690b7eb06033e730e7444cf87c420b77ee25abe78c3,figures_v4
figures_v4/source_data/figure4b_golden_paired_effects.csv,728,80a7bb479efe788abd76ef31a0d6e2b04bb0f6e9b3caf0d11592965d1d2915c4,figures_v4
figures_v4/source_data/figure4c_within_dataset_strata.csv,675,268e7641be2530530517964c52ffb12e86f79479fdaaf8087a3eba73bc37d539,figures_v4
figures_v4/source_data/figure4d_cross_dataset_dynamics_calibration.csv,355,c18de4a0d35534ddc5d6741e8cba30bbbdcc6be0dbdbfd012239802e3b925cd1,figures_v4
figures_v4/source_data/figure5a_latent_hr_correlations.csv,366,13235b1f07a6dbab5c139bb5e53a29c33ec9564cb8fcc8526eb02544a8689fe0,figures_v4
figures_v4/source_data/figure5b_parameter_stability.csv,3141,0c31c838e0bddbb40d8d18017eaaf74b9a1f09b0954619ef1ec906d682005f52,figures_v4
figures_v4/source_data/figure5c_time_constant_seed_variability.csv,1417,48170ba1ef85cb4a0925ded65add31bba872476c09d925a4c8dc1537d0c20a5f,figures_v4
figures_v4/source_data/figure5d_bound_saturation.csv,259,63e3ad6541d75037b95be5b06a8c2f223b2ced604c55eb54ef2e227a7c01ea28,figures_v4
figures_v4/source_data/figure6_absolute_trajectory_mae.csv,3319,8280a7cec3f5116db1fff896d357fb9b3279598a5a77b6099f96fc0034fbb6b2,figures_v4
figures_v4/source_data/figure6_activity_shift_deployment_contrast.csv,5095,4c1ad51fbf483316ae2626abfb2ffbf37ffab26f4945a144eec8e2724c10e2ca,figures_v4
figures_v4/source_data/figure6_deployment_contrast_model_difference.csv,2063,375c593a6c8b8868011f07eb197d56f488eb886a6c5f152a4a59ec23f4bfef4d,figures_v4
figures_v4/source_data/figure6_interval_transport_by_fold.csv,28446,7fee1af4ed700af374d3e8874679da19e06221a34ce94309c2a3874f97c44b97,figures_v4
figures_v4/source_data/figure6_interval_transport_fold_macro.csv,6455,33f84d7aa534b7ad42643569781e1c0cc5b76d7f40ad9b5edc7e54da4fa61931,figures_v4
figures_v4/source_data/figure6_paired_model_inference.csv,8706,e2bc305f9d14d5e8afbb21276effc3316247755d4e7b1d156841b9a6c282f6ef,figures_v4
figures_v4/source_data/figure6_qa_notes.txt,763,4630804fa58e28baf464fd5b4d4923b471e93676ad8cabc4e42bc1cf92632868,figures_v4
LICENSE,1085,82d97c16513f71c18aa6252e7f6ed1fdef8a69de56a5a0acbc0827958021b415,LICENSE
outputs/activity_shift_locked_summary_v2_final/activity_shift_summary.json,767049,ae59569ce0b24f3ba2d4371456799fcb9e10b0aca178ab343567ca94c0adb8eb,outputs
outputs/goldencheetah_locked_summary_v1/model_summary.csv,3443,f759e3839ee36c6385528081ef9267808d9de23fef57b60f932f3b13779b1f03,outputs
outputs/goldencheetah_locked_summary_v1/paired_inference.json,2678,d8741ad66fb6a1526ebab14d3df0fca7f0dc5c86de4e7d9fcc0b02d8d217c674,outputs
outputs/goldencheetah_locked_summary_v1/subgroup_summary.csv,5522,6fd14725c0f84d743cedebd39faee502d3c483d91e63434cfdeeef457f151135,outputs
outputs/goldencheetah_locked_summary_v1/summary.json,14080,db58b61330990b2a371f844425fe0e2e83a372e806ae97550775032112242215,outputs
outputs/goldencheetah_locked_summary_v1/uncertainty_summary.csv,980,abff2a5c32d5ec92f91ef9a503b91fdb2ba99194380b689425978615c96b06cf,outputs
outputs/goldencheetah_sport_summary_v1/sport_model_summary.csv,6057,226a2388c1ae0745ce121498cc6bf3bc9fc9a253692167c0e7421316a2e8471d,outputs
outputs/goldencheetah_sport_summary_v1/sport_paired_inference.json,2729,cd42ee50e864d3130fe303bd07c2523ff98c6aef1c75e7439895a3f9c90b1768,outputs
outputs/goldencheetah_sport_summary_v1/summary.json,3282,b6b593790d6489feeb29bf6b87e0d783102f1dde25e85ea7a5b6823ea9d3d26a,outputs
outputs/locked_kinetic_parameter_audit_v1/parameter_correlations.csv,5480,ca9b0e5f63079765108baee086ce4ac0d3d55014e988f78f58b984e319135bba,outputs
outputs/locked_kinetic_parameter_audit_v1/parameter_summary.csv,6160,70708733f4cedfc7b4aa0472fd5c6611c6c4f52f9109319b56e4b295975fb7db,outputs
outputs/locked_kinetic_parameter_audit_v1/summary.json,591,70f4f4ccbdc2604e47ac6086ad8d6cc964c611659a96955148ba050249567436,outputs
outputs/locked_summary_v1/paired_participant_inference.json,3567,a750d4439a42b5c3b04f25f3e946486e372d7b5ad76b820144cfbf059170ab38,outputs
outputs/locked_summary_v1/primary_ensemble_summary.csv,1279,ec82d44d2be7d2dc44c9b4d70f339ced0d25aeb6cba35bdca48b2398144de81b,outputs
outputs/locked_summary_v1/primary_seed_differences.csv,875,c4f62f69d10bc18db6e050820e3f578c86aa67224ce245be1de362f0983c39c6,outputs
outputs/locked_summary_v1/primary_seed_summary.csv,4633,1c14f5e1eec4c1ff7d076756b2ad7e4cde4c43fc9d9cc5278ad5d463b00c0bc0,outputs
outputs/locked_summary_v1/secondary_fixed_seed_summary.csv,4687,03c63139e2ec335bee9cbb0cfe41200cd957a14bfbae5aaa46385b300e908978,outputs
outputs/locked_summary_v1/subgroup_fold_summary.csv,11335,e37d08bb301465bb3c38e8406f98f1a6cb8401f2e06839b14d8d6ef9b515db55,outputs
outputs/locked_summary_v1/summary.json,7039,d31818ff15022fa53a76eabda40cfdc39528e5531479386d430313c266fd3b64,outputs
outputs/locked_summary_v1/uncertainty_summary.csv,2309,76174cf2e1e570cfe68b66098da095b5f9c75162ec9e86f1617e6e9c876a8a05,outputs
PACKAGE_AUDIT.json,788,760598f39620d5b3fe72668bd3b0ce41b93f0b72a08a1a09786644e5740444c3,PACKAGE_AUDIT.json
protocol/GOLDENCHEETAH_LIGHTWEIGHT_LONGITUDINAL_PROTOCOL_V1.md,2694,48bd8fd9e2bff42fe9082fce3a86c4cb5c6c7a46f819d3b2bc316aba2b97477c,protocol
protocol/PROTOCOL_AMENDMENT_008_GOLDENCHEETAH_PERSONALIZATION_GATE.md,3093,064abc8f8805b15b8bf1d1efb5656e436c403106db367e741cc47c4dacef374f,protocol
protocol/PROTOCOL_AMENDMENT_009_VALIDATION_BASELINE_BOUNDARY.md,3249,4136bd633eac2a9bcf99ef4d3002c3bf2add871b790a1559654244c10411bcc8,protocol
protocol/PROTOCOL_AMENDMENT_010_FIVE_FOLD_UNSEEN_USER_VALIDATION.md,3463,c8155c6e9cc88bb1c2694d746b833d16f0a2c559ee6041ac5b92057b3e2201af,protocol
protocol/PROTOCOL_AMENDMENT_011_COMPLETE_V4_BASELINE_VALIDATION.md,4567,61cb5940d2c3b39f434df093e5cc1917af421c1f1a2d895d59a6c234026f7c3c,protocol
protocol/PROTOCOL_AMENDMENT_012_PKSSM_ARCHITECTURE_SCREEN_LOCK.md,2852,1f41b7abd4e3ba9addbb18400ec8b4cf1018b13dd03b699d91f2bfbbdffb2322,protocol
protocol/PROTOCOL_AMENDMENT_013_PKSSM_TCN_SEED_STABILITY_LOCK.md,3416,538127e4567b0c55a7e93cbef3e14dd5737183b8489589d78e96880773468a7a,protocol
protocol/PROTOCOL_AMENDMENT_014_CALIBRATION_OPENING_AND_TEST_SPECIFICATION.md,5050,49be6dda0536641de72a73637a880f7f642d0a05a108a6d7c289270a7ee3696f,protocol
protocol/PROTOCOL_AMENDMENT_015_LOCKED_EVALUATION_CODE_HASH.md,3339,7f627861e68e719607f7416ab669a89953abd179aac7c2973e516278d6133bb1,protocol
protocol/PROTOCOL_AMENDMENT_016_SEALED_TEST_OPENING_DECISION.md,3713,5dacab64ada8375fc2a94bb4c4721e297a6030c6f90dadce8eaff5c138bcbe1d,protocol
protocol/PROTOCOL_AMENDMENT_017_TEST_SUMMARY_CODE_LOCK.md,1974,586769a4139c036210296b67adc4365a9edc98012a2d620ea546a7eeb355f1e5,protocol
protocol/PROTOCOL_AMENDMENT_018_RIDGE_TEST_EVALUATOR_LOCK.md,1427,aa302bbdde9ef44ff1fd7b23cf95b179325a925b3c4fe8bda34418527fad062c,protocol
protocol/PROTOCOL_AMENDMENT_019_SEALED_TEST_RESULTS_LOCK.md,7342,7be7b195d1aa14e89fe30d5761f86c352fd78745d5d10da4054a120c38f9d282,protocol
protocol/PROTOCOL_AMENDMENT_020_GOLDENCHEETAH_EXTERNAL_TEST_OPENING.md,3366,2abd0c79aea5a234dd58c68046fe4eecba8afcb4371bd4c868ca3835cc3b9d92,protocol
protocol/PROTOCOL_AMENDMENT_021_GOLDENCHEETAH_SUMMARY_CODE_LOCK.md,1247,4571950bb984df3a123c1dab48282971c3d504212172effb3f33409768f939d2,protocol
protocol/PROTOCOL_AMENDMENT_022_GOLDENCHEETAH_SPORT_SUMMARY_LOCK.md,1152,87b1590d2ef09f80b77354ae6ccb29b1ada4653b2c7ccf39b61a81825f6c6110,protocol
protocol/PROTOCOL_AMENDMENT_024_KINETIC_PARAMETER_AUDIT_LOCK.md,1317,25bd03872603fabd3cd6c1a9ff7a104737be70682591210cea8387bf545c7eb1,protocol
protocol/PROTOCOL_AMENDMENT_025_KINETIC_PARAMETER_RESULTS_LOCK.md,3151,3dbaa1b6d5f23d692da9f2687eb4b24da07cafa6a8aff26f433ac1c365f4a4bd,protocol
protocol/PROTOCOL_AMENDMENT_026_WEARABLE_ACTIVITY_SHIFT_LOCK.md,5668,842c59bfec6f5438896fd0c49065ce409a40943f7509368219c296df9c0ba2e2,protocol
protocol/PROTOCOL_AMENDMENT_027_ACTIVITY_SHIFT_CACHE_CORRECTION.md,2177,37c2ddaacb500723b29106c2f8b794419e6918e250577f2ff52024f41431cf06,protocol
pyproject.toml,548,bee4840069601e27ae0ea660a13f2ddfac71ecb042b6f87cd471276063dad0e1,pyproject.toml
README.md,3486,097d428d6bf6d5215b2e2b7d35c8dbba4823065993dd1eaafe8b9c5d90e2f4a4,README.md
REPRODUCIBILITY.md,1378,87ca76f29fe2c987e601deefda21db9e33f879a7e5ddc760193bc520f7bf25b0,REPRODUCIBILITY.md
requirements.txt,93,0bf08c1f7cfb91a890813c1c0c38d83a8f601aef2b086b13f2685044a08000b8,requirements.txt
scripts/__init__.py,53,1ffd0d9469303d5b80f9ea11da441c9103926a0b65b09f90eed50949880a0323,scripts
scripts/audit_goldencheetah_longitudinal_eligibility.py,6882,6b5fd31ccb33f2964b3201c8324e2b3c11907319a96ab081350df2595fcaea2d,scripts
scripts/audit_locked_kinetic_parameters.py,12112,a65ef1f305a297c905313edfc0d7a83ec1ac92faa70fa88be7a4de5493b1f667,scripts
scripts/audit_wearable_exercise.py,25540,87275967eb2944ac676a1a860dcaefaece7f66da02e16e6153ca6d6cda8cf6b9,scripts
scripts/build_figure6_v4.py,21842,8cbe1cd0f01c7f5c05133f9dc05c089cdf073b91776f258cd3f544bddce74955,scripts
scripts/build_figures_v4.py,36474,ee99c57daa19f59c586a966ce2e49e962e521fa222a61629424d31964133bfb9,scripts
scripts/build_goldencheetah_transition_cache_v1.py,20269,138b457768e675bbf903116243e580afe0555e26a291e6ccf7c8b1ddbaefe7d0,scripts
scripts/build_primary_transition_cache_v4.py,5533,8b175d050a0bae1f5b419aa22d2a049a55165806191736e4df801c32bf2a501b,scripts
scripts/build_wearable_activity_shift_cache_v1.py,13057,ab19858df050a4f28b6a2d205782a4083a6e3a8368d2b5e8e81cb8aaa026050c,scripts
scripts/build_wearable_activity_shift_cache_v2.py,10301,af58a0b10a8a06363dde7e41b14726dfd2aadcdd9d5be66b4d3a326049f2a20a,scripts
scripts/evaluate_locked_ridge_test.py,8649,b96cc5c19ef01bdb16a5cdf4f99fba986c8fca468bd3f126750b21d94ae9e65e,scripts
scripts/export_activity_shift_forecasts_v1.py,10888,1598b28dd9970a67ae59a697996b7fbb829e14fdba2429840e99ee048395bec9,scripts
scripts/export_locked_forecasts.py,15391,2912f0ef5e931c7a6ef1162e0cc3f62213166aca6844b7172d04e919ade89b60,scripts
scripts/freeze_goldencheetah_light_subset_v1.py,12027,49f493251bc1a635fd992cf722dc9570c8dba93a8e31a891ee271a3bf13d70ae,scripts
scripts/freeze_wearable_exercise_splits.py,22241,c4637094916c6262963f56981d6ba8194e211affa4eb053741a416c446a1954b,scripts
scripts/freeze_wearable_exercise_splits_v4.py,24860,ae9ee7c010c7d518003d901889cfed30e859f89ea254b455e2548251d88aac34,scripts
scripts/run_activity_shift_exports_v2.py,12624,bbe96c78c28be246df1662057f6ff5bcc1f6a1858adaf1a196cd2dcff8c43f48,scripts
scripts/run_activity_shift_model_selection_v2.py,7489,140f71a450145fc8a6a1b9e5a9288fbbc6573aababc084715634df101215cfbb,scripts
scripts/run_pretest_model_selection.py,11192,1521a3313d7747445a07b02ddfd65ebe860ace6731a4ae0cfc01575c6829fe29,scripts
scripts/run_ridge_summary_baseline.py,8657,12a702f15de4d584e925176865131a14c7f34e0155f7f713b8c0191e4fe94096,scripts
scripts/score_calibrated_forecasts.py,16168,f535253eb22d502b35c904768bd2ff6f32807b71689fcdb6489ec210b6f166cf,scripts
scripts/summarize_activity_shift_results_v1.py,12185,8e074b431a0a5b55611f7c85c62628d52545081b9f10d1ffafeedc8b5341647e,scripts
scripts/summarize_activity_shift_results_v2.py,13312,7dd77632150a6c33d4a25ac2617a4b34e6e710a52083a56ced638a802761bdcd,scripts
scripts/summarize_goldencheetah_sport_groups.py,8297,58beeca7ba29fa0a60b06f45c564952a09aa42f8da3454721f78575f6e6dbe8a,scripts
scripts/summarize_locked_goldencheetah_results.py,12103,6e6699c78310c8fc57ea1471047daf255663f04c12301b26fa01621d65ff6a77,scripts
scripts/summarize_locked_v4_results.py,25026,9a9c31baef0afdaac36d7247c9f7cc71a827b5bb3e1d63666698a4d3756129f9,scripts
splits/wearable_exercise_v4/fold_balance_audit.csv,756,61a5744cc7208eb18cd60126f9f6c76cf7a9a04789dc902d2dbbc812c6f6a0a2,splits
splits/wearable_exercise_v4/leakage_audit.json,573,e700f3dd2ebc96b09dd6ba31bb33a14b4b71de8193c4edee6334489767d69ee1,splits
splits/wearable_exercise_v4/README.md,470,bd04739cd197cde8c7514967a7def54902a10d903c1f22d83ad11e2fa00c3e51,splits
splits/wearable_exercise_v4/split_policy.json,8815,ac4445eb0e3178965d312165549f33eb278430ae611f9e684f57c747e222caa3,splits
tools/build_public_release_package_v4.py,25325,112346ac0d62cf7119601ac340e047e080f41dece18b332c6bf881f164923586,tools
transition_forecasting/__init__.py,1216,dcb6225d34d4a3433d128dd7581b7ca4220c10b8b69630351c9867ff8ab60f34,transition_forecasting
transition_forecasting/baselines.py,14563,1b89ada8acf960cb059574ab0cbba09c34c1a3d836b34963fde10b0d1d206969,transition_forecasting
transition_forecasting/classical.py,6766,20d4f7314430b3790789a750ba2bde76948e5a99108f0e0a36dc0daee09404bf,transition_forecasting
transition_forecasting/conformal.py,5578,5dd9d73c3cd69c2991cf8bfd4b9e17edcae443ae391bf2f45ba010810c861841,transition_forecasting
transition_forecasting/data_pipeline.py,21232,6cb95e3849d745347894cf0b143f016897332ebad19f93a77dc5f1000a92cba0,transition_forecasting
transition_forecasting/dataset.py,18564,4e284b1c291734566fd5d96fcc45488fe0d64b45489a6ca9c4d1fe4991e2050d,transition_forecasting
transition_forecasting/pk_ssm.py,18899,f2d6e0e18a449be33015a0f1b250b74ac7a1e9b91e6575d7d28b0ecd27ee3eb3,transition_forecasting
transition_forecasting/training.py,12598,f888f5fa1eec8bc9bed838928aa10610464bb4ffcf736d72f3da3c668cf4dae4,transition_forecasting
transition_forecasting/transition_metrics.py,9695,d20f1fd762f0181dd4324aa06486ef648cc57117a7faddbdcda2696acd7e21fd,transition_forecasting
UPLOAD_GITHUB_ZENODO.md,1562,62a4a272c19f4cce220a51ab5a85e0fb7b1d3c965e0a48a7db36b58ac65c553c,UPLOAD_GITHUB_ZENODO.md
